,name,rating,ctype,highly_rated,hq,reviews_K,no_of_employees,desc
1201,Zee Entertainment Enterprises,3.7,Media & Entertainment ,"Promotions / Appraisal, Work Satisfaction, Company Culture", Mumbai ,47.0, 1k-5k ,"Twenty seven years ago, we started with a single channel, Zee TV, beaming unique shows and curated content to a largely South Asian audience hungry for new-age entertainment. Over time, we expanded into a multinational colossus that straddles the Media and Entertainment industry, creating innovative content for a discerning audience and uniting the world through entertainment. We celebrate the fact that with effort and conviction, we can create gold out of the ordinary.

Everything that we create, not only has to be better than what was, but it has to be extraordinary, everyday.Because we inspire to go beyond, it’s not a goal, it’s a standard. It’s not for any particular individual. It’s for everyone.

We know that when we create the extraordinary everyday, With our audiences, our people, our partners and our stakeholders, only then will we be Extraordinary, Together."
1202,Bharat Serums and Vaccines,3.9,Pharma ,Skill Development / Learning, Mumbai ,47.0, 1k-5k ,"Bharat Serums And Vaccines Limited is one of the fastest growing bio pharmaceutical companies in India. BSV established in 1971 by the late Dr. Vinod Daftary researches, develops, manufactures, and markets injectable biological, pharmaceutical, and biotechnology products."
1203,Centum Learning,3.8,Education & Training ,"Promotions / Appraisal, Job Security, Salary & Benefits", New Delhi ,47.0, 1k-5k ,
1204,Yatra,3.7,Travel & Tourism ,"Promotions / Appraisal, Salary & Benefits, Job Security", Gurgaon / Gurugram ,47.0, 501-1k ,
1205,TCI Express,4.0,Logistics ,"Job Security, Skill Development / Learning, Work Life Balance", Gurgaon / Gurugram ,47.0, 1k-5k ,
1206,Qatar Airways,4.3,Aviation ,"Salary & Benefits, Skill Development / Learning, Company Culture", Doha ,47.0, 1k-5k ,
1207,Saint Gobain Glass,4.0,Building Material ,"Job Security, Skill Development / Learning, Company Culture", Chennai ,47.0, 5k-10k ,
1208,My Home Industries,4.3,Building Material ,"Company Culture, Work Life Balance, Job Security", Hyderabad / Secunderabad ,47.0, 501-1k ,
1209,HRH Next Services,3.2,BPO ,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction", Hyderabad / Secunderabad ,47.0, 51-200 ,
1210,PPG Asian Paints,4.0,Chemicals ,"Job Security, Skill Development / Learning, Salary & Benefits", Mumbai ,47.0, 1k-5k ,
1211,Avalon Technologies,3.9,Electronics Manufacturing ,"Job Security, Skill Development / Learning", Chennai ,47.0, 1k-5k ,
1212,United Colors of Benetton,4.5,Fashion & Textile ,"Skill Development / Learning, Company Culture, Work Life Balance", Gurgaon / Gurugram ,47.0, 501-1k ,
1213,Forbes Marshall,4.1,Industrial Machinery ,"Job Security, Company Culture, Skill Development / Learning", Pune ,47.0, 1k-5k ,
1214,Mahindra Automotives,4.1,Automobile ,"Job Security, Skill Development / Learning, Work Satisfaction", Pune ,47.0, 10k-50k ,
1215,Veritas,4.1,Software Product ,"Work Life Balance, Company Culture, Salary & Benefits", Pune ,47.0, 1k-5k ,
1216,Nephroplus,4.0,Healthcare ,"Skill Development / Learning, Company Culture, Work Life Balance", Hyderabad / Secunderabad ,47.0, 1k-5k ,
1217,Inox Wind,3.7,Power ,Job Security, Noida ,46.0, 501-1k ,
1218,Kissht Finance,4.1,FinTech ,"Salary & Benefits, Skill Development / Learning, Work Life Balance", Mumbai ,47.0, 201-500 ,
1219,Housing.com,3.8,Internet ,"Salary & Benefits, Company Culture", Gurgaon / Gurugram ,47.0, 1k-5k ,
1220,Advantmed,3.7,Software Product ,"Promotions / Appraisal, Work Life Balance, Salary & Benefits", Santa Ana ,41.0, 501-1k ,"Founded in 2005 and based in Santa Ana, California, Advantmed, LLC is a healthcare information management company that helps health plans and managed care organizations optimize revenue and improve quality outcomes.

Advantmed partners with managed care organizations to deliver the optimal combination of capabilities unique to each organization needed to achieve the objectives, including risk analytics, software containing NCQA-certified HEDIS ® measures, medical record retrieval, medical record abstraction, risk adjustment coding and provider education."
1221,Heidelberg Cement,4.3,Building Material ,"Job Security, Company Culture, Work Life Balance", Gurgaon/Gurugram ,41.0, 1k-5k ,"HeidelbergCement India Limited (HCIL / Company) is a subsidiary of HeidelbergCement Group, Germany. The Company has its operations in Central India at Damoh (Madhya Pradesh), Jhansi (Uttar Pradesh) and in Southern India at Ammasandra (Karnataka). The Company increased its capacity to 5.4 million tones p.a. through brown field expansion of its facilities in Central India in 2013. The new manufacturing capacity has enabled the Company to increase its market share in Central India i.e. Madhya Pradesh and Uttar Pradesh and in markets of Bihar, Haryana and Uttarakhand. With the help of committed sales efforts supported by quality products, the Company has carved a niche for its brand ""mycem"" in new markets and has further improved its brand positioning in the existing ones."
1222,Herbalife International,4.1,Healthcare ,"Salary & Benefits, Company Culture, Work Life Balance", Los Angeles ,41.0, 1k-5k ,"We are a global nutrition company that has helped people pursue a healthy, active life since 1980. Our nutrition, weight-management products are available exclusively through our more than 2.3 million independent Associates in more than 90 countries.We support the Herbalife Nutrition Foundation (HNF) and its Casa Herbalife program to help bring good nutrition to children in need."
1223,Vizag Steel,4.2,Iron & Steel ,"Work Life Balance, Job Security, Skill Development / Learning", Visakhapatnam/Vizag ,41.0, 10k-50k ,"Rashtriya Ispat Nigam Limited, the corporate entity of Visakhapatnam Steel Plant is a Navaratna PSE under the Ministry of Steel. Visakhapatnam Steel Plant fondly called Vizag steel. It is the first shore based Integrated Steel Plant in the country and is known for its quality products delighting the customers. It is a market leader in long products and it caters to the needs of diverse Industrial sectors. It is the first Steel plant to be certified ISO 9001:2008 (presently2015), ISO 14001:2004 (presently2015), OHSAS 18001:2007 and ISO/IEC 27001:2013 Standards. It is also the first PSE to be certified ISO 50001:2011 - Energy Management Systems and has acquired CMMI Level 3 Certification for s/w development."
